Cidade,Estado,Longitude,Latitude 
Nova Ponte,MG,-19.135555,-47.6825
Nova Porteirinha,MG,-15.7903,-43.2869
Nova Prata,RS,-28.783078999999997,-51.6059652
Nova Prata do Iguaçu,PR,-25.630907999999998,-53.346862
Nova Pádua,RS,-29.0283514,-51.3075981
Nova Ramada,RS,-28.066731,-53.69916800000001
Nova Redenção,BA,-12.815000999999999,-41.074785
Nova Resende,MG,-21.1259287,-46.425357500000004
Nova Roma,GO,-13.7387809,-46.8733691
Nova Roma do Sul,RS,-28.988173,-51.409511
Nova Rosalândia,TO,-10.565102,-48.912477
Nova Russas,CE,-4.705807,-40.562118
Nova Santa Bárbara,PR,-23.586534,-50.759797999999996
Nova Santa Helena,MT,0.0,0.0
Nova Santa Rita,RS,-29.852474,-51.283736
Nova Santa Rita,PI,0.0,0.0
Nova Santa Rosa,PR,-24.468132,-53.9547649
Nova Serrana,MG,-19.875834,-44.984165999999995
Nova Soure,BA,-11.232948,-38.48710300000001
Nova Tebas,PR,-24.437958,-51.945357
Nova Timboteua,PA,-1.2052428,-47.3935775
Nova Trento,SC,-27.277976000000002,-48.929836
Nova Ubiratã,MT,-12.983411,-55.25555799999999
Nova União,RO,0.0,0.0
Nova União,MG,0.0,0.0
Nova Veneza,SC,-16.37108,-49.3212331
Nova Veneza,GO,-16.37108,-49.3212331
Nova Venécia,ES,-18.7061,-40.3971
Nova Viçosa,BA,-17.892648,-39.374331
Nova Xavantina,MT,-14.677063,-52.350234
Novais,SP,-20.989279999999997,-48.914091
Novo Acordo,TO,-9.970633,-47.678533
Novo Airão,AM,-2.636371,-60.943404
Novo Alegre,TO,-12.921687,-46.571252
Novo Aripuanã,AM,-5.125929,-60.373179
Novo Barreiro,RS,-27.9077,-53.110292
Novo Brasil,GO,-16.0313259,-50.71127910000001
Novo Cabrais,RS,-29.73375200000001,-52.94894
Novo Cruzeiro,MG,-17.467778,-41.876111
Novo Gama,GO,-16.0522682,-48.0299716
Novo Hamburgo,RS,-29.69057046,-51.14290346
Novo Horizonte,SP,0.0,0.0
Novo Horizonte,BA,0.0,0.0
Novo Horizonte,SC,-26.444218,-52.828104
Novo Horizonte do Norte,MT,-11.408889,-57.348763
Novo Horizonte do Oeste,RO,-11.696145,-61.995137
Novo Horizonte do Sul,MS,-22.669322,-53.860147999999995
Novo Itacolomi,PR,-23.76308,-51.50789
Novo Jardim,TO,0.0,0.0
Novo Lino,AL,-8.941905,-35.664001
Novo Machado,RS,-27.576472999999996,-54.50359200000001
Novo Mundo,MT,0.0,0.0
Novo Oriente,CE,-5.525519,-40.771296
Novo Oriente de Minas,MG,0.0,0.0
Novo Oriente do Piauí,PI,-6.4490099999999995,-41.926124
Novo Planalto,GO,-13.242381699999996,-49.5060251
Novo Progresso,PA,0.0,0.0
Novo Repartimento,PA,-4.247492,-49.949928
Novo Santo Antônio,PI,-5.2874870000000005,-41.932533
Novo Santo Antônio,MT,-5.2874870000000005,-41.932533
Novo São Joaquim,MT,-14.905406,-53.019362
Novo Tiradentes,RS,-27.5649211,-53.1837098
Novo Triunfo,BA,-10.318235000000001,-38.401374
Novo Xingu,RS,-27.7430726,-53.0648944
Novorizonte,MG,-16.0178,-42.4072
Nuporanga,SP,-20.729619,-47.742942
Não-Me-Toque,RS,-28.4575507,-52.8196547
Nísia Floresta,RN,-6.093287999999999,-35.19913
Ocara,CE,-4.4852300000000005,-38.593256
Ocauçu,SP,-22.437979000000002,-49.922005
Oeiras,PI,-7.019153,-42.128298
Oeiras do Pará,PA,-2.003576,-49.862792
Oiapoque,AP,3843.0,-51835.0
Olaria,MG,0.0,0.0
Olho D'Água do Piauí,PI,0.0,0.0
Olho d'Água,PB,0.0,0.0
Olho d'Água Grande,AL,0.0,0.0
Olho d'Água das Cunhãs,MA,0.0,0.0
Olho d'Água das Flores,AL,0.0,0.0
Olho d'Água do Casado,AL,0.0,0.0
Olho-d'Água do Borges,RN,0.0,0.0
Olhos-d'Água,MG,0.0,0.0
Olinda,PE,-8.0014,-34.8465
Olinda Nova do Maranhão,MA,-2.9929490000000003,-44.989748
Olindina,BA,-11.349692999999998,-38.337863
Olivedos,PB,-6.984342999999999,-36.241033
Oliveira,MG,-20.696389,-44.827223
Oliveira Fortes,MG,-21.339166,-43.456389
Oliveira de Fátima,TO,-10.706956,-48.908609999999996
Oliveira dos Brejinhos,BA,-12.313183,-42.896871999999995
Olivença,AL,0.0,0.0
Olímpia,SP,-20.736634,-48.910625
Olímpio Noronha,MG,-22.067778,-45.263889
Onda Verde,SP,-20.604229999999998,-49.292925
Onça de Pitangui,MG,-19.73,-44.807221999999996
Oratórios,MG,0.0,0.0
Oriente,SP,-22.154939000000002,-50.097105
Orindiúva,SP,-20.18607,-49.346395
Oriximiná,PA,-1.7598880000000001,-55.857937
Orizona,GO,-17.033355899999997,-48.296409999999995
Orizânia,MG,0.0,0.0
Orleans,SC,-28.348674,-49.298615999999996
Orlândia,SP,-20.720278,-47.886666999999996
Orobó,PE,-7.745535,-35.595568
Orocó,PE,-8.610258,-39.602631
Ortigueira,PR,-24.205792300000002,-50.9184881
Orós,CE,0.0,0.0
Osasco,SP,-23.5325,-46.7918
Oscar Bressane,SP,-22.314874,-50.281118
Osvaldo Cruz,SP,-21.796753,-50.879288
Osório,RS,-29.8850478,-50.27111470000001
Otacílio Costa,SC,-27.4860337,-50.124647700000004
Ouricuri,PE,-7.879183999999999,-40.079983
Ourilândia do Norte,PA,-6.752905,-51.085792
Ourinhos,SP,-22.9672446,-49.8683166
Ourizona,PR,-23.405342,-52.19638
Ouriçangas,BA,-12.017497,-38.616624
Ouro,SC,-27.3367087,-51.618224
Ouro Branco,MG,0.0,0.0
Ouro Branco,RN,0.0,0.0
Ouro Branco,AL,0.0,0.0
Ouro Fino,MG,-22.283056,-46.369167
Ouro Preto,MG,0.0,0.0
Ouro Preto do Oeste,RO,-10.7223354,-62.253341299999995
Ouro Velho,PB,-7.616036999999999,-37.151857
Ouro Verde,SP,0.0,0.0
Ouro Verde,SC,-26.692027000000003,-52.310845
Ouro Verde de Goiás,GO,-16.218106900000002,-49.194154
Ouro Verde de Minas,MG,-18.07,-41.269723
Ouro Verde do Oeste,PR,-24.793257999999998,-53.90430300000001
Ouroeste,SP,-20.006052,-50.376807
Ourolândia,BA,-10.957848,-41.075576
Ourém,PA,0.0,0.0
Ouvidor,GO,-18.229963199999997,-47.835379700000004
Pacaembu,SP,0.0,0.0
Pacajus,CE,-4.171073000000002,-38.464988
Pacajá,PA,-3.837314,-50.638625
Pacaraima,RO,4.4791253,-61.147101600000006
Pacatuba,SE,-10.4597,-36.6436
Pacatuba,CE,0.0,0.0
Pacoti,CE,-4.224918,-38.922011
Pacujá,CE,-3.983272,-40.698885
Padre Bernardo,GO,-15.1604919,-48.283303000000004
Padre Carvalho,MG,-16.3647,-42515.0
Padre Marcos,PI,-7.351011,-40.899665
Padre Paraíso,MG,-17.073889,-41.484444
Paes Landim,PI,-7.773745,-42.247444
Pai Pedro,MG,-15.5281,-43065.0
Paial,SC,-27.254105,-52.497517
Paim Filho,RS,-27.707507,-51.76220170000001
Paineiras,MG,-18.904167,-45.534721999999995
Painel,SC,-27.923413,-50.097175
Pains,MG,0.0,0.0
Paiva,MG,-21.289444,-43.415556
Paiçandu,PR,-23.455534,-52.046013
Pajeú do Piauí,PI,-7.855085000000001,-42.82481
Palestina,AL,0.0,0.0
Palestina,SP,0.0,0.0
Palestina de Goiás,GO,-16.7392209,-51.5308851
Palestina do Pará,PA,-5.7402690000000005,-48.318076
Palhano,CE,-4.736722,-37.965548999999996
Palhoça,SC,-27.645518,-48.669661
Palma,MG,0.0,0.0
Palma Sola,SC,-26.347069,-53.27709100000001
Palmares,PE,0.0,0.0
Palmares Paulista,SP,-21.085369,-48.803656
Palmares do Sul,RS,-30.253484999999998,-50.510296999999994
Palmas,TO,-10.18855634,-48.33694214
Palmas,PR,0.0,0.0
Palmas de Monte Alto,BA,-14.267562,-43.16086
Palmeira,SC,-27.583013,-50.157717
Palmeira,PR,0.0,0.0
Palmeira d'Oeste,SP,0.0,0.0
Palmeira das Missões,RS,-27.900652,-53.313378
Palmeira do Piauí,PI,-8.730761,-44.246618
Palmeira dos Índios,AL,-9.405681,-36.632812
Palmeirais,PI,-5.970864,-43.056021
Palmeirante,TO,-7.847861,-47.924191
Palmeiras,BA,0.0,0.0
Palmeiras de Goiás,GO,-16.810239300000006,-49.923416499999995
Palmeiras do Tocantins,TO,0.0,0.0
Palmeirina,PE,-9.010896,-36.324202
Palmeirândia,MA,-2.64433,-44.893271
Palmeirópolis,TO,-13.044718,-48.402589
Palmelo,GO,-17.325818899999998,-48.42603
Palminópolis,GO,-16.79243,-50.165240000000004
Palmital,PR,0.0,0.0
Palmital,SP,0.0,0.0
Palmitinho,RS,-27.359574100000003,-53.558026
Palmitos,SC,-27.070219,-53.158612
Palmácia,CE,-4.1377241,-38.8455836
Palmópolis,MG,0.0,0.0
Palotina,PR,-24.286669500000002,-53.840509
Panambi,RS,-28.2898542,-53.501822
Panamá,GO,-18.1782639,-49.3549941
Pancas,ES,-19.2279,-40.8512
Panelas,PE,-8.661211,-36.01253900000001
Panorama,SP,-21.353973,-51.856184999999996
Pantano Grande,RS,-30.190154999999997,-52.372915
Papagaios,MG,-19.449166,-44.747222
Papanduva,SC,-26.4065885,-50.1457369
Paquetá,PI,0.0,0.0
Paracambi,RJ,-22.6105189,-43.7092014
Paracatu,MG,-17.216667,-46.874167
Paracuru,CE,-3.41436,-39.030028
Paragominas,PA,-2.9990189,-47.35365
Paraguaçu,MG,-21.547222,-45.7375
Paraguaçu Paulista,SP,-22.411369,-50.573159999999994
Paraibano,MA,-6.426403,-43.979243
Paraibuna,SP,-23.387213,-45.663942999999996
Paraipaba,CE,-3.437987,-39.147868
Paraisópolis,MG,-22.5541683,-45.7800024
Parambu,CE,-6.207681,-40.690523999999996
Paramirim,BA,-13.438849,-42.239502
Paramoti,CE,-4.088146,-39.241690999999996
Paranacity,PR,-22.929713,-52.154946
Paranaguá,PR,-25.5238478,-48.5180185
Paranaiguara,GO,-18.9140549,-50.6539281
Paranapanema,SP,-23.386195999999998,-48.721435
Paranapoema,PR,-22.64124,-52.09052
Paranapuã,SP,-20.104774,-50.588634000000006
Paranatama,PE,-8.91875,-36.654905
Paranatinga,MT,-14.426475,-54.052426000000004
Paranavaí,PR,-23.08165,-52.461724
Paranaíba,MS,-19.549557999999998,-50.853078000000004
Paranaíta,MT,-9.658348,-56.478623
Paranhos,MS,-23.891067,-55.429018000000006
Paraná,RN,0.0,0.0
Paranã,TO,-12.616747,-47.873378
Paraopeba,MG,-19.274167000000002,-44.404167
Parapuã,SP,-21.779204999999997,-50.794882
Parari,PB,-7.3097509999999986,-36.652248
Paratinga,BA,-12.686974000000001,-43.179794
Paraty,RJ,-23.22211230000001,-44.7174701
Parauapebas,PA,-6.0679,-49.9022
Parazinho,RN,0.0,0.0
Paraí,RS,-28.596384000000004,-51.789602
Paraíba do Sul,RJ,-22.1616267,-43.2926469
Paraíso,SC,-26.620024,-53.671594999999996
Paraíso,SP,0.0,0.0
Paraíso do Norte,PR,-23.282420000000002,-52.605429
Paraíso do Sul,RS,-29.671705,-53.144034
Paraíso do Tocantins,TO,-10.174998,-48.882269
Paraú,RN,-5.772824099999999,-37.10475220000001
Paraúna,GO,-16.946258899999997,-50.4483571
Pardinho,SP,-23.084056,-48.367942
Pareci Novo,RS,-29.63765594,-51.40470017
Parecis,RO,-12.193303,-61.600091000000006
Parelhas,RN,-6.684908,-36.656626
Pariconha,AL,-9.256342,-37.998751
Parintins,AM,-2.627982,-56.735921999999995
Paripiranga,BA,-10.695784100000001,-37.864880299999996
Paripueira,AL,0.0,0.0
Pariquera-Açu,SP,-24.7146891,-47.88023610000001
Parisi,SP,-20.303397,-50.016277
Parnaguá,PI,-10.216642,-44.630018
Parnamirim,PE,0.0,0.0
Parnamirim,RN,-5.9168877,-35.26320850000001
Parnarama,MA,-5.673646,-43.10109600000001
Parnaíba,PI,-2.9147515,-41.7661953
Parobé,RS,-29.624257,-50.831179999999996
Pará de Minas,MG,-19.86,-44.608333
Passa Quatro,MG,0.0,0.0
Passa Sete,RS,-29.457666999999997,-52.959945
Passa Tempo,MG,0.0,0.0
Passa e Fica,RN,-6.430183,-35.644179
Passa-Vinte,MG,-22.209722,-44.234444
Passabém,MG,-19.353610999999997,-43.136111
Passagem,PB,0.0,0.0
Passagem,RN,0.0,0.0
Passagem Franca,MA,-6.1774510000000005,-43.775511
Passagem Franca do Piauí,PI,-5.861438,-42.445186
Passira,PE,-7.997102000000001,-35.581261
Passo Fundo,RS,-28.26161377,-52.40890485
Passo de Camaragibe,AL,-9.24511,-35.47449
Passo de Torres,SC,-29.309889000000002,-49.722034
Passo do Sobrado,RS,-29.748040999999997,-52.274758
Passos,MG,-20.7192,-46.6095
Passos Maia,SC,-26.782945,-52.056768
Pastos Bons,MA,-6.602958,-44.07454
Patis,MG,-16.0767,-44.0822
Pato Bragado,PR,-24.624625,-54.228115
Pato Branco,PR,-26.2342,-52.6719
Patos,PB,-7.0174270000000005,-37.27470200000001
Patos de Minas,MG,-18592.0,-46.5211
Patos do Piauí,PI,-7.67231,-41.240817
Patrocínio,MG,-18.940832999999998,-46.989444
Patrocínio Paulista,SP,-20.6383609,-47.2801241
Patrocínio do Muriaé,MG,-21.153333,-42.214444
Patu,RN,-6.0947581,-37.63637979999999
Paty do Alferes,RJ,-22.4290544,-43.4191456
Pau Brasil,BA,-15.457226,-39.645794
Pau D'Arco,PA,0.0,0.0
Pau D'Arco,TO,0.0,0.0
Pau D'Arco do Piauí,PI,0.0,0.0
Pau dos Ferros,RN,-6.1049760000000015,-38.207714
Paudalho,PE,-7.90287,-35.171639
Pauini,AM,-7.7122214000000024,-66.9998441
Paula Cândido,MG,-20.873611,-42.98027800000001
Paula Freitas,PR,-26.210689600000002,-50.93131500000001
Paulicéia,SP,-21.315262,-51.832097999999995
Paulino Neves,MA,-2.720941,-42.525847999999996
Paulista,PB,0.0,0.0
Paulista,PE,-7934.0,-34.8685
Paulistana,PI,-8.134357000000001,-41.143072
Paulistas,MG,-18.427223,-42.868334000000004
Paulistânia,SP,0.0,0.0
Paulo Afonso,BA,-9.3982,-38.2217
Paulo Bento,RS,-27.702615500000004,-52.4225177
Paulo Frontin,PR,-26.046565,-50.830422999999996
Paulo Jacinto,AL,0.0,0.0
Paulo Lopes,SC,-27.960697999999997,-48.686358
Paulo Ramos,MA,-4.444848,-45.23976
Paulo de Faria,SP,-20.029612,-49.400013
Paulínia,SP,-22.754178,-47.148776
Paverama,RS,-29.548554,-51.733925
Pavussu,PI,-7.96059,-43.228438
Pavão,MG,0.0,0.0
Paço do Lumiar,MA,-2.516573,-44.101886
Peabiru,PR,-23.914013,-52.343107
Pederneiras,SP,-22.351086,-48.778113
Pedra,PE,-8.496411,-36.939962
Pedra Azul,MG,-16.005556,-41.28
Pedra Bela,SP,-22.790174,-46.44555
Pedra Bonita,MG,-20.5203,-42.33
Pedra Branca,PB,0.0,0.0
Pedra Branca,CE,0.0,0.0
Pedra Branca do Amapari,AP,778.0,-51.9440003
Pedra Dourada,MG,-20.830556,-42.154167
Pedra Grande,RN,0.0,0.0
Pedra Lavrada,PB,-6.749974000000001,-36.475813
Pedra Mole,SE,-10.613439,-37.692189
Pedra Preta,RN,0.0,0.0
Pedra Preta,MT,0.0,0.0
Pedra do Anta,MG,-20.597222,-42.713611
Pedra do Indaiá,MG,-20.258333,-45.208611
Pedralva,MG,-22.242777,-45.465833
Pedranópolis,SP,-20.247378,-50.112937
Pedras Altas,RS,-31.730908000000003,-53.581452
Pedras Grandes,SC,-28.433862,-49.19491
Pedras de Fogo,PB,-7.391069,-35.106464
Pedras de Maria da Cruz,MG,-15.605832999999999,-44.391944
Pedregulho,SP,-20.253467999999998,-47.47745
Pedreira,SP,0.0,0.0
Pedreiras,MA,0.0,0.0
Pedrinhas,SE,-11.1946,-37.673
Pedrinhas Paulista,SP,-22.817378,-50.793287
Pedrinópolis,MG,-19.2275,-47.461944
Pedro Afonso,TO,-8.970341000000003,-48.172942
Pedro Alexandre,BA,-10.012005,-37.893178000000006
Pedro Avelino,RN,-5.5221547,-36.3849862
Pedro Canário,ES,-18.300418,-39.957365
Pedro Gomes,MS,-18.099622,-54.550663
Pedro II,PI,-4.425845,-41.44818400000001
Pedro Laurentino,PI,-8.068067999999998,-42.284744
Pedro Leopoldo,MG,-19.617778,-44.043054999999995
Pedro Osório,RS,-31.864243,-52.818389
Pedro Régis,PB,-6.633226,-35.296566999999996
Pedro Teixeira,MG,-21.712699,-43.745746000000004
Pedro Velho,RN,-6.4356,-35.21953900000001
Pedro de Toledo,SP,-24.2762351,-47.232448299999994
Pedro do Rosário,MA,-2.9727189999999997,-45.349315999999995
Pedrão,BA,-12.14914,-38.648715
Peixe,TO,0.0,0.0
Peixe-Boi,PA,-1.193824,-47.324031
Peixoto de Azevedo,MT,-10.226168,-54.979376
Pejuçara,RS,-28.4277467,-53.6507078
Pelotas,RS,-31.77378294,-52.36037495
Penaforte,CE,-7.82163,-39.070724
Penalva,MA,-3.276744,-45.176808
Pendências,RN,-5.2616818,-36.7152047
Penedo,AL,0.0,0.0
Penha,SC,-26.775418,-48.6465251
Pentecoste,CE,-3.792736,-39.269159
Penápolis,SP,-21.414765,-50.076855
Pequeri,MG,-21.834166,-43.120278000000006
Pequi,MG,-19.632223,-44.659167
Pequizeiro,TO,-8.593204,-48.93269
Perdigão,MG,0.0,0.0
Perdizes,MG,0.0,0.0
Perdões,MG,-21.090833,-45.091389
Pereira Barreto,SP,-20.636767000000006,-51.112268
Pereiras,SP,-23.080370000000002,-47.972004999999996
Pereiro,CE,-6.035761,-38.462396999999996
Peri Mirim,MA,-2.576762,-44.850384999999996
Periquito,MG,-19.1468,-42226.0
Peritiba,SC,-27.375449,-51.901793
Peritoró,MA,-4.374589,-44.33690900000001
Perobal,PR,-23.894861,-53.409838
Perolândia,GO,-17.5258349,-52.0649871
Peruíbe,SP,-24.321059299999998,-47.004988399999995
Pescador,MG,-18.356667,-41.5975
Pesqueira,PE,-8.357974,-36.697783
Petrolina,PE,-9.3908,-40.4994
Petrolina de Goiás,GO,-16.0968489,-49.3363711
Petrolândia,PE,0.0,0.0
Petrolândia,SC,-27.53463,-49.693746999999995
Petrópolis,RJ,-22.519963,-43.192613
Peçanha,MG,-18.548610999999998,-42.559444
Piacatu,SP,-21.59214200000001,-50.600343
Piancó,PB,-7.192823,-37.92888
Piatã,BA,-13.146548999999998,-41.770177000000004
Piau,MG,-21.509444000000002,-43.3225
Piaçabuçu,AL,-10.399074,-36.416389
Picada Café,RS,-29.446421,-51.136725
Picos,PI,0.0,0.0
Picuí,PB,-6.508451,-36.349703999999996
Piedade,SP,-23.713941000000002,-47.425571999999995
Piedade de Caratinga,MG,-19.7586,-42.0742
Piedade de Ponte Nova,MG,-20.245832999999998,-42.734165999999995
Piedade do Rio Grande,MG,-21.468611,-44.196111
Piedade dos Gerais,MG,-20.471110999999997,-44.226945
Pilar,PB,0.0,0.0
Pilar,AL,0.0,0.0
Pilar de Goiás,GO,-14.760836900000001,-49.578356
Pilar do Sul,SP,-23.807716,-47.722151000000004
Pilão Arcado,BA,-10.0004862,-42.479710499999996
Pilões,PB,0.0,0.0
Pilões,RN,0.0,0.0
Pilõezinhos,PB,-6.8427729999999976,-35.531036
Pimenta,MG,-20.483889,-45.798333
Pimenta Bueno,RO,-11.6767868,-61.1863902
Pimenteiras,PI,-6.238391,-41.411273
Pimenteiras do Oeste,RO,0.0,0.0
Pindamonhangaba,SP,-22.9239,-45.4618
Pindaré-Mirim,MA,-3.6098510000000004,-45.341988
Pindaí,BA,-14.492128,-42.68598400000001
Pindoba,AL,-9.473822,-36.291829
Pindobaçu,BA,-10.743338,-40.367472
Pindorama,SP,0.0,0.0
Pindorama do Tocantins,TO,-11.131074,-47.57263
Pindoretama,CE,-4.015839,-38.306118
Pingo-d'Água,MG,0.0,0.0
Pinhais,PR,-25443.0,-49.1928
Pinhal,RS,-28.675684999999998,-52.264926
Pinhal Grande,RS,-29345.0,-53.320648999999996
Pinhal da Serra,RS,-27.873036,-51.17072
Pinhal de São Bento,PR,-26.032422,-53.481998
Pinhalzinho,SP,0.0,0.0
Pinhalzinho,SC,-26.849546000000004,-52.99126800000001
Pinhalão,PR,-23.798176,-50.05357100000001
Pinheiral,RJ,-22.5129436,-44.001435
Pinheirinho do Vale,RS,-27.210886,-53.608017000000004
Pinheiro,MA,0.0,0.0
Pinheiro Machado,RS,-31.57944,-53.379789
Pinheiro Preto,SC,-27.0457296,-51.22963060000001
Pinheiros,ES,-18.4068,-40.2238
Pinhão,SE,-10.5698,-37.7229
Pinhão,PR,0.0,0.0
Pintadas,BA,-11.811712,-39.900859000000004
Pintópolis,MG,-16.057205,-45.14017
Pio IX,PI,-6.830017,-40.608301000000004
Pio XII,MA,-3.893151,-45.175942
Piquerobi,SP,-21.874671,-51.728164
Piquet Carneiro,CE,-5.800251,-39.417017
Piquete,SP,-22.6064045,-45.1863951
Piracaia,SP,-23.052545000000002,-46.359374
Piracanjuba,GO,-17.3020379,-49.0170101
Piracema,MG,0.0,0.0
Piracicaba,SP,-22.7253,-47.6493
Piracuruca,PI,-3.93335,-41.708779
Piraju,SP,-23.198066,-49.380334999999995
Pirajuba,MG,-19.906667000000002,-48.700556
Pirajuí,SP,-21.998986,-49.460777
Pirambu,SE,-10.7160622,-36.85325510000001
Piranga,MG,-20685.0,-43.3
Pirangi,SP,-21.0886,-48.660733
Piranguinho,MG,-22.402778,-45.533935799999995
Piranguçu,MG,-22.528056,-45.495277
Piranhas,AL,0.0,0.0
Piranhas,GO,-16.4258069,-51.823472100000004
Pirapemas,MA,-3.720412,-44.221632
Pirapetinga,MG,0.0,0.0
Pirapora,MG,0.0,0.0
Pirapora do Bom Jesus,SP,-23.397222,-47.002778
Pirapozinho,SP,-22.271125,-51.497634999999995
Pirapó,RS,-28.043888,-55.20013
Piraquara,PR,-25.4424421,-49.0596681
Piraquê,TO,-6.769831,-48.2945507
Pirassununga,SP,-21.996111,-47.425833000000004
Piratini,RS,-31.447290999999996,-53.09729599999999
Piratininga,SP,-22.41416,-49.133869
Piratuba,SC,-27.421052000000003,-51.7852093
Piraí,RJ,-22.628748899999998,-43.8981758
Piraí do Norte,BA,-13.758962,-39.383592
Piraí do Sul,PR,-24.530637,-49.943312
Piraúba,MG,-21.276945,-43.025834
Pirenópolis,GO,-15.8507119,-48.9583111
Pires Ferreira,CE,-4.239218,-40.64418
Pires do Rio,GO,-17.3019009,-48.276756
Piripiri,PI,-4.2708512,-41.7792619
Piripá,BA,-14.944379000000001,-41.716840999999995
Piritiba,BA,-11.713635,-40.543896999999994
Pirpirituba,PB,-6.779222,-35.490558
Pitanga,PR,0.0,0.0
Pitangueiras,PR,0.0,0.0
Pitangueiras,SP,0.0,0.0
Pitangui,MG,-19.682223,-44.890555
Pitimbu,PB,-7.466398,-34.815133
Pium,TO,-10.442025,-49.187619
Piumhi,MG,0.0,0.0
Piçarra,PA,-6.4377830000000005,-48.871633
Piên,PR,-26.09647,-49.433565
Piúma,ES,-20.8374,-40.7275
Placas,PA,-3.8689529,-54.2154346
Planaltina,GO,-15.452032800000001,-47.6088852
Planaltina do Paraná,PR,-23.010146,-52.916242000000004
Planaltino,BA,-13.261789000000002,-40.369519
Planalto,PR,0.0,0.0
Planalto,RS,-27.3297033,-53.0575473
Planalto,BA,0.0,0.0
Planalto,SP,0.0,0.0
Planalto Alegre,SC,-27.070422999999998,-52.86699
Planalto da Serra,MT,-14.651773,-54.781856999999995
Planura,MG,-20.137777,-48.701944
Platina,SP,-22.637142,-50.210421999999994
Plácido de Castro,AC,-10.2759758,-67.15006640000001
Pocinhos,PB,-7.06658,-36.066779
Poconé,MT,-16.2634094,-56.62297170000001
Pocrane,MG,-19.619445000000002,-41.636666
Pojuca,BA,-12.430336,-38.337436
Poloni,SP,-20.782909,-49.825756
Pombal,PB,-6.766058999999999,-37.80027000000001
Pombos,PE,-8.139816,-35.396732
Pomerode,SC,-26.7356218,-49.1770095
Pompéia,SP,0.0,0.0
Pompéu,MG,-19.218611,-45.002778
Pongaí,SP,-21.73956,-49.360421
Ponta Grossa,PR,-25.0959,-50.1686
Ponta Porã,MS,-22.529617000000002,-55.720326
Ponta de Pedras,PA,0.0,0.0
Pontal,SP,0.0,0.0
Pontal do Araguaia,MT,-15.927382999999999,-52.327296000000004
Pontal do Paraná,PR,-25.673533,-48.511062
Pontalina,GO,-17.522513,-49.4489401
Pontalinda,SP,-20.439624,-50.525754
Ponte Alta,SC,-27.483496999999996,-50.376404
Ponte Alta do Bom Jesus,TO,-12.085297,-46.482541
Ponte Alta do Norte,SC,-27.159112,-50.465947
Ponte Alta do Tocantins,TO,-10.748118,-47.527577
Ponte Branca,MT,-16.758407000000002,-52.836864
Ponte Nova,MG,-20.4163875,-42.9088927
Ponte Preta,RS,-27.6577598,-52.4895431
Ponte Serrada,SC,-26.87327800000001,-52.01125
Pontes Gestal,SP,-20.172692,-49.706355
Pontes e Lacerda,MT,0.0,0.0
Ponto Belo,ES,-18.1318,-40.5431
Ponto Chique,MG,-16.6314,-45.0647
Ponto Novo,BA,-10.8653,-40.131144
Ponto dos Volantes,MG,-16.7528,-41.5033
Pontão,RS,-28.058478000000004,-52.67909100000001
Populina,SP,-19.945297,-50.538035
Poranga,CE,0.0,0.0
Porangaba,SP,-23.17615,-48.119464
Porangatu,GO,-13.440199100000001,-49.145479200000004
Porciúncula,RJ,-20.962727800000003,-42.0405703
Porecatu,PR,-22.753724,-51.379490000000004
Portalegre,RN,-6.02064,-37.986523999999996
Porteiras,CE,-7.522647,-39.11402800000001
Porteirinha,MG,-15.742776999999998,-43.028056
Porteirão,GO,-17.8142799,-50.165321999999996
Portel,PA,-1.936388,-50.81942
Portelândia,GO,-17.355380899999997,-52.67993900000001
Porto,PI,-3.888154,-42.69982
Porto Acre,AC,-9.5879722,-67.53307
Porto Alegre,RS,-30.02094118,-51.21752276
Porto Alegre do Norte,MT,-10.876126,-51.635731
Porto Alegre do Piauí,PI,-6.964228,-44.183668
Porto Alegre do Tocantins,TO,-11.61797,-47.062126
Porto Amazonas,PR,-25.540001999999998,-49.894591
Porto Barreiro,PR,-25.547696,-52.406744
Porto Belo,SC,-27.158568300000002,-48.5468679
Porto Calvo,AL,-9.051948,-35.398653
Porto Esperidião,MT,-15.857026000000001,-58.461925
Porto Estrela,MT,-15.323517,-57.22040300000001
Porto Feliz,SP,-23.209318,-47.52512
Porto Ferreira,SP,-21.849814000000002,-47.487034
